mol_id,status,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV,error,split
MOL_71325,success,-9.10080342,-8.41387369,0.68692973,,train
MOL_15066,success,-9.0718676,-8.33054461,0.74132299,,train
MOL_60836,success,-9.03511765,-8.41368984,0.62142782,,train
MOL_65842,success,-9.32717086,-8.08223863,1.24493222,,train
MOL_77988,success,-9.21096073,-8.27981867,0.93114206,,train
MOL_51142,success,-8.83146601,-8.66439316,0.16707284,,train
MOL_12553,success,-9.21946942,-8.27450121,0.9449682,,train
MOL_05363,success,-9.35502871,-8.0552893,1.29973941,,train
MOL_72571,success,-8.98993252,-8.52207795,0.46785457,,train
MOL_86018,success,-9.40180475,-8.09334566,1.30845909,,train
MOL_26041,success,-9.12326481,-8.38896614,0.73429867,,train
MOL_13183,success,-8.76123385,-8.73981455,0.02141931,,train
MOL_99763,success,-9.2601582,-8.18092775,1.07923046,,train
MOL_63271,success,-8.83755477,-8.66697533,0.17057944,,train
MOL_46530,success,-9.20109615,-8.38598731,0.81510884,,train
MOL_50278,success,-9.13474737,-8.37136418,0.76338319,,train
MOL_58271,success,-8.81883542,-8.67342104,0.14541438,,train
MOL_47613,success,-9.20879997,-8.17112803,1.03767194,,train
MOL_98924,success,-9.25252436,-8.28048285,0.97204151,,train
MOL_14718,success,-9.16708476,-8.35478768,0.81229708,,train
MOL_24506,success,-9.16872892,-8.3187496,0.84997932,,train
MOL_01430,success,-8.99603821,-8.53437035,0.46166786,,train
MOL_17604,success,-8.98030146,-8.50925478,0.47104669,,train
MOL_05939,success,-9.00808137,-8.52013994,0.48794143,,train
MOL_03961,success,-9.39548493,-7.99695368,1.39853125,,train
MOL_20245,success,-8.94322201,-8.61351946,0.32970255,,train
MOL_23821,success,-9.03596708,-8.42114532,0.61482176,,train
MOL_20300,success,-9.28014648,-8.26354347,1.01660301,,train
MOL_07838,success,-9.46268029,-8.00236819,1.46031211,,train
MOL_72313,success,-8.96849259,-8.57421539,0.39427719,,train
MOL_31939,success,-9.22817833,-8.35248864,0.87568969,,train
MOL_10042,success,-9.13049026,-8.37057066,0.75991959,,train
MOL_01578,success,-9.1321173,-8.40773335,0.72438395,,train
MOL_82044,success,-9.30772152,-8.17470009,1.13302142,,train
MOL_90822,success,-9.31840019,-8.15847809,1.1599221,,train
MOL_77820,success,-8.96969545,-8.48674942,0.48294604,,train
MOL_42506,success,-9.19581472,-8.32150653,0.87430818,,train
MOL_99522,success,-9.23430263,-8.32439692,0.90990571,,train
MOL_98839,success,-9.00975219,-8.39119875,0.61855344,,train
MOL_72282,success,-8.94928837,-8.58663555,0.36265282,,train
MOL_88404,success,-9.15174918,-8.3527583,0.79899088,,train
MOL_43856,success,-8.92470849,-8.60549249,0.319216,,train
MOL_40727,success,-9.20396471,-8.30084982,0.90311488,,train
MOL_63728,success,-9.18520062,-8.35408112,0.8311195,,train
MOL_17113,success,-9.25889481,-8.23705802,1.02183678,,train
MOL_12747,success,-8.98993969,-8.52962076,0.46031893,,train
MOL_13171,success,-9.22738669,-8.22349579,1.0038909,,train
MOL_05766,success,-9.47777775,-8.0336089,1.44416885,,train
MOL_27337,success,-9.15105452,-8.37373544,0.77731908,,train
MOL_87081,success,-9.18176016,-8.32654184,0.85521831,,train
MOL_30025,success,-9.38443934,-8.04796161,1.33647773,,train
MOL_04787,success,-8.90691005,-8.62842133,0.27848872,,train
MOL_91574,success,-9.18587931,-8.30533011,0.88054919,,train
MOL_53994,success,-9.28886011,-8.19253492,1.09632519,,train
MOL_90586,success,-9.38060332,-8.10886469,1.27173862,,train
MOL_11309,success,-9.30344254,-8.168691,1.13475154,,train
MOL_71140,success,-9.06785385,-8.46164213,0.60621172,,train
MOL_76228,success,-8.86838247,-8.64794999,0.22043247,,train
MOL_69693,success,-9.35086642,-8.15047318,1.20039324,,train
MOL_49886,success,-8.88461777,-8.602054,0.28256377,,train
MOL_68976,success,-8.8149897,-8.66933785,0.14565185,,train
MOL_30454,success,-8.9172775,-8.66876064,0.24851687,,train
MOL_02629,success,-8.94496292,-8.55575706,0.38920586,,train
MOL_42707,success,-9.45730489,-8.06115673,1.39614816,,train
MOL_90576,success,-9.37432,-8.10941151,1.26490849,,train
MOL_63769,success,-9.02532647,-8.53027156,0.49505492,,train
MOL_23791,success,-9.41286893,-8.06202784,1.35084109,,train
MOL_80498,success,-9.23048105,-8.22907653,1.00140452,,train
MOL_93458,success,-9.14299837,-8.33299181,0.81000656,,train
MOL_94008,success,-8.92635804,-8.6464831,0.27987493,,train
MOL_42570,success,-8.80351907,-8.67850645,0.12501262,,train
MOL_47181,success,-8.9366023,-8.52161421,0.41498809,,train
MOL_46135,success,-9.43936889,-8.07500785,1.36436104,,train
MOL_82210,success,-9.02555085,-8.528186,0.49736485,,train
MOL_73535,success,-9.29848697,-8.21434484,1.08414213,,train
MOL_84471,success,-8.83492527,-8.74708606,0.08783921,,train
MOL_35404,success,-9.44099144,-8.09726339,1.34372804,,train
MOL_31087,success,-9.39855035,-8.07245854,1.32609181,,train
MOL_50296,success,-8.90332437,-8.63182255,0.27150182,,train
MOL_79793,success,-8.99176479,-8.52754006,0.46422474,,train
MOL_20582,success,-9.13967213,-8.31058267,0.82908946,,train
MOL_18182,success,-8.89083497,-8.59526933,0.29556564,,train
MOL_72807,success,-8.83963601,-8.69726297,0.14237304,,train
MOL_96856,success,-9.50782279,-7.97290658,1.53491621,,train
MOL_33693,success,-9.22544978,-8.28131782,0.94413195,,train
MOL_70316,success,-8.966815,-8.53451119,0.43230381,,train
MOL_39898,success,-9.19137948,-8.266886,0.92449348,,train
MOL_00763,success,-9.06999762,-8.44629999,0.62369762,,train
MOL_22375,success,-9.25654884,-8.30328849,0.95326035,,train
MOL_37877,success,-9.35474419,-8.14380563,1.21093857,,train
MOL_43997,success,-8.97846107,-8.54714036,0.43132071,,train
MOL_42969,success,-8.88306194,-8.62880156,0.25426038,,train
MOL_77216,success,-9.4863956,-8.01550264,1.47089296,,train
MOL_32119,success,-9.00021164,-8.50323488,0.49697676,,train
MOL_45892,success,-9.39662365,-8.09223344,1.30439021,,train
MOL_46533,success,-8.96438224,-8.48839719,0.47598505,,train
MOL_40608,success,-9.16016261,-8.35199788,0.80816473,,train
MOL_93826,success,-8.83310753,-8.71372756,0.11937996,,train
MOL_54126,success,-9.26647728,-8.16855288,1.0979244,,train
MOL_14435,success,-9.23130777,-8.29776645,0.93354132,,train
MOL_68923,success,-9.18005551,-8.33681237,0.84324314,,train
MOL_15139,success,-9.15354892,-8.33698656,0.81656236,,train
MOL_28943,success,-9.24063938,-8.25276972,0.98786966,,train
MOL_25558,success,-8.95438287,-8.57044754,0.38393533,,train
MOL_37791,success,-9.29218308,-8.23018221,1.06200087,,train
MOL_83150,success,-9.20661418,-8.2454044,0.96120978,,train
MOL_19566,success,-8.82667332,-8.67195348,0.15471984,,train
MOL_53862,success,-9.26016793,-8.23953713,1.0206308,,train
MOL_82389,success,-9.07453723,-8.43410219,0.64043504,,train
MOL_32381,success,-9.0539246,-8.45176454,0.60216006,,train
MOL_96472,success,-9.30953179,-8.18963179,1.11989999,,train
MOL_06432,success,-9.42855089,-8.03708685,1.39146404,,train
MOL_58704,success,-8.90937982,-8.68281217,0.22656765,,train
MOL_87406,success,-9.26818405,-8.22470286,1.04348119,,train
MOL_71480,success,-9.07367033,-8.47330405,0.60036627,,train
MOL_93642,success,-8.86825448,-8.58377222,0.28448226,,train
MOL_10691,success,-8.77300456,-8.71449153,0.05851303,,train
MOL_54318,success,-8.84830055,-8.67081485,0.1774857,,train
MOL_09052,success,-9.02439985,-8.46153713,0.56286272,,train
MOL_75694,success,-9.10381462,-8.41233142,0.6914832,,train
MOL_41842,success,-9.26805414,-8.21742928,1.05062486,,train
MOL_20928,success,-8.99571402,-8.51245083,0.48326319,,train
MOL_78748,success,-8.90451842,-8.60072317,0.30379525,,train
MOL_54913,success,-9.14909351,-8.28397789,0.86511563,,train
MOL_55628,success,-9.19602177,-8.23439875,0.96162301,,train
MOL_86738,success,-9.15801674,-8.39635135,0.76166538,,train
MOL_23744,success,-8.94398775,-8.56881732,0.37517043,,train
MOL_68949,success,-9.40958847,-8.03712564,1.37246283,,train
MOL_52033,success,-9.25029993,-8.2061838,1.04411613,,train
MOL_47933,success,-9.10753032,-8.35965968,0.74787065,,train
MOL_34242,success,-9.08636819,-8.38227172,0.70409647,,train
MOL_61979,success,-9.14156137,-8.40001801,0.74154335,,train
MOL_24534,success,-9.21603646,-8.26865045,0.94738602,,train
MOL_52382,success,-9.14865542,-8.40530547,0.74334994,,train
MOL_20020,success,-9.40181712,-8.13804386,1.26377326,,train
MOL_13077,success,-9.22279506,-8.3003282,0.92246686,,train
MOL_07450,success,-9.35089518,-8.09907414,1.25182104,,train
MOL_30063,success,-9.14391445,-8.34971154,0.79420291,,train
MOL_02135,success,-9.00487383,-8.47116303,0.53371079,,train
MOL_86990,success,-8.92845067,-8.55769378,0.37075688,,train
MOL_65879,success,-9.16746916,-8.30773419,0.85973498,,train
MOL_75428,success,-9.41418298,-7.94670567,1.46747731,,train
MOL_27240,success,-9.11599252,-8.43906365,0.67692886,,train
MOL_47893,success,-9.46441003,-8.05180244,1.4126076,,train
MOL_18745,success,-9.5438247,-7.85944425,1.68438045,,train
MOL_35700,success,-9.40301895,-8.05889446,1.34412449,,train
MOL_51572,success,-9.24475604,-8.21629507,1.02846097,,train
MOL_78871,success,-8.86526162,-8.58269289,0.28256873,,train
MOL_25408,success,-9.32927896,-8.17221146,1.1570675,,train
MOL_21794,success,-9.35939072,-8.1846679,1.17472282,,train
MOL_93421,success,-9.02911132,-8.50925178,0.51985954,,train
MOL_57473,success,-8.91167447,-8.5766574,0.33501707,,train
MOL_88638,success,-9.31676139,-8.2313367,1.08542469,,train
MOL_81672,success,-9.09921824,-8.42440355,0.67481469,,train
MOL_25174,success,-9.20260664,-8.26797621,0.93463043,,train
MOL_69241,success,-8.85858259,-8.74628441,0.11229819,,train
MOL_22245,success,-9.32638729,-8.04235112,1.28403617,,train
MOL_89383,success,-9.109953,-8.39111584,0.71883716,,train
MOL_10216,success,-9.17318673,-8.35762043,0.8155663,,train
MOL_51453,success,-9.28261179,-8.16808587,1.11452592,,train
MOL_16592,success,-9.10996371,-8.36940238,0.74056134,,train
MOL_70433,success,-9.03633616,-8.42466298,0.61167318,,train
MOL_61078,success,-9.25981496,-8.15117736,1.1086376,,train
MOL_29290,success,-9.4124724,-8.11020882,1.30226358,,train
MOL_04531,success,-9.14182383,-8.34716253,0.79466131,,train
MOL_25029,success,-9.20830591,-8.28299337,0.92531254,,train
MOL_21896,success,-8.85067298,-8.66465141,0.18602157,,train
MOL_97903,success,-9.19409282,-8.34627235,0.84782047,,train
MOL_44687,success,-9.02887553,-8.49041084,0.53846469,,train
MOL_71045,success,-8.89324387,-8.66511358,0.22813029,,train
MOL_11993,success,-9.13191388,-8.39269019,0.73922369,,train
MOL_83748,success,-9.54232725,-7.83197655,1.7103507,,train
MOL_07770,success,-9.18088959,-8.32241174,0.85847785,,train
MOL_35711,success,-9.42612294,-7.97288834,1.4532346,,train
MOL_67343,success,-9.17872316,-8.30213187,0.87659129,,train
MOL_44251,success,-9.4568061,-8.02610028,1.43070582,,train
MOL_97874,success,-9.33631993,-8.15255338,1.18376656,,train
MOL_90574,success,-9.27601925,-8.17656687,1.09945238,,train
MOL_47415,success,-9.13382008,-8.30234933,0.83147075,,train
MOL_61382,success,-8.99915356,-8.43650074,0.56265281,,train
MOL_22007,success,-9.19745324,-8.348972,0.84848124,,train
MOL_09079,success,-9.09011181,-8.41751687,0.67259495,,train
MOL_88653,success,-9.39383713,-8.1262569,1.26758023,,train
MOL_18926,success,-9.33529002,-8.16354755,1.17174247,,train
MOL_95334,success,-8.86061827,-8.59576041,0.26485786,,train
MOL_72508,success,-8.84000882,-8.69010109,0.14990773,,train
MOL_37787,success,-9.34508465,-8.1404958,1.20458885,,train
MOL_86936,success,-9.12581767,-8.37830122,0.74751645,,train
MOL_54883,success,-9.0073073,-8.49274107,0.51456623,,train
MOL_71394,success,-9.09522599,-8.38516371,0.71006227,,train
MOL_81002,success,-9.24125792,-8.21321064,1.02804728,,train
MOL_17968,success,-9.141526,-8.3366817,0.80484429,,train
MOL_75631,success,-9.15633147,-8.31040134,0.84593014,,train
MOL_60940,success,-8.99817844,-8.48589358,0.51228485,,train
MOL_23496,success,-8.80364815,-8.68455175,0.1190964,,train
MOL_38921,success,-9.09388844,-8.40170108,0.69218735,,train
MOL_56419,success,-9.20534534,-8.27635345,0.92899189,,train
MOL_55497,success,-9.36365214,-8.09296962,1.27068252,,train
MOL_87117,success,-9.38633668,-8.13391807,1.25241861,,train
MOL_73646,success,-9.49628984,-7.9250965,1.57119334,,train
MOL_51700,success,-9.27295255,-8.19739299,1.07555956,,train
MOL_28338,success,-9.05243836,-8.52066754,0.53177082,,train
MOL_83876,success,-8.96756294,-8.48234253,0.48522041,,train
MOL_75415,success,-8.93554952,-8.53336613,0.40218338,,train
MOL_23339,success,-9.25779775,-8.24725531,1.01054244,,train
MOL_10269,success,-9.24364851,-8.28503849,0.95861002,,train
MOL_47306,success,-9.17100178,-8.31849219,0.85250959,,train
MOL_53211,success,-9.22974545,-8.23293906,0.99680639,,train
MOL_75379,success,-8.86616777,-8.62747867,0.2386891,,train
MOL_33833,success,-9.14825613,-8.38332414,0.76493199,,train
MOL_97551,success,-9.19014993,-8.32437898,0.86577096,,train
MOL_69067,success,-9.08235252,-8.41224481,0.67010771,,train
MOL_85660,success,-8.83587802,-8.70466825,0.13120977,,train
MOL_08404,success,-9.10299826,-8.3923071,0.71069116,,train
MOL_75093,success,-9.30241349,-8.1881934,1.1142201,,train
MOL_48746,success,-9.17980116,-8.31724238,0.86255878,,train
MOL_61699,success,-9.06908688,-8.46283849,0.60624839,,train
MOL_72013,success,-8.96942569,-8.56069749,0.4087282,,train
MOL_40383,success,-9.15223983,-8.25436543,0.8978744,,train
MOL_52612,success,-9.21965117,-8.22055041,0.99910076,,train
MOL_67261,success,-9.21955117,-8.28009563,0.93945554,,train
MOL_69294,success,-9.29116755,-8.1895652,1.10160234,,train
MOL_02262,success,-9.35075576,-8.15528521,1.19547055,,train
MOL_27047,success,-9.43451688,-7.99834299,1.43617389,,train
MOL_69212,success,-9.00602663,-8.48265176,0.52337487,,train
MOL_05923,success,-8.92470005,-8.6196332,0.30506685,,train
MOL_52663,success,-9.23944989,-8.2865612,0.95288869,,train
MOL_43116,success,-9.27242875,-8.19082452,1.08160423,,train
MOL_58708,success,-9.09348844,-8.38045803,0.71303041,,train
MOL_67249,success,-9.00750614,-8.47213869,0.53536745,,train
MOL_31097,success,-9.44483747,-8.02973381,1.41510366,,train
MOL_28161,success,-9.51945277,-7.89971348,1.61973929,,train
MOL_74553,success,-9.22634435,-8.22281626,1.00352809,,train
MOL_76585,success,-9.23060528,-8.24847381,0.98213146,,train
MOL_93333,success,-9.28399175,-8.15348116,1.1305106,,train
MOL_79685,success,-9.03377157,-8.4782579,0.55551366,,train
MOL_51081,success,-9.31977656,-8.19940722,1.12036934,,train
MOL_55296,success,-9.24181329,-8.21641566,1.02539763,,train
MOL_03202,success,-9.18400146,-8.32618183,0.85781963,,train
MOL_70633,success,-8.77715026,-8.71561353,0.06153673,,train
MOL_68155,success,-9.08752527,-8.42408852,0.66343675,,train
MOL_90114,success,-9.26032922,-8.18244978,1.07787944,,train
MOL_91554,success,-9.08428529,-8.3360695,0.74821579,,train
MOL_08254,success,-8.94117764,-8.60136102,0.33981662,,train
MOL_33729,success,-9.20857566,-8.31157598,0.89699968,,train
MOL_92178,success,-9.3744551,-8.10063896,1.27381614,,train
MOL_14423,success,-9.13169945,-8.43067864,0.70102082,,train
MOL_40019,success,-9.34289086,-8.16387356,1.1790173,,train
MOL_29471,success,-9.25997428,-8.22049384,1.03948043,,train
MOL_95614,success,-9.18751002,-8.30217117,0.88533885,,train
MOL_97214,success,-9.47319312,-7.94266725,1.53052587,,train
MOL_36945,success,-9.33440246,-8.14361564,1.19078682,,train
MOL_09763,success,-9.22169421,-8.30465142,0.91704279,,train
MOL_21359,success,-9.23372775,-8.26639767,0.96733008,,train
MOL_18443,success,-9.30328411,-8.18489728,1.11838684,,train
MOL_93632,success,-9.12875141,-8.40310306,0.72564835,,train
MOL_45243,success,-9.38777262,-7.99998282,1.38778981,,train
MOL_23093,success,-9.20646977,-8.23751776,0.96895202,,train
MOL_12774,success,-9.05452473,-8.52069937,0.53382536,,train
MOL_88450,success,-9.22618392,-8.26062756,0.96555635,,train
MOL_71237,success,-9.43801331,-7.99144269,1.44657062,,train
MOL_38421,success,-9.02620997,-8.39212793,0.63408204,,train
MOL_25525,success,-9.29889028,-8.02715213,1.27173815,,train
MOL_90835,success,-9.18422976,-8.36188037,0.82234939,,train
MOL_23052,success,-9.32713313,-8.13964585,1.18748728,,train
MOL_58200,success,-9.22531646,-8.24399671,0.98131975,,train
MOL_13554,success,-8.87209613,-8.60669428,0.26540185,,train
MOL_75188,success,-9.28227672,-8.2228422,1.05943452,,train
MOL_36820,success,-9.08853322,-8.42454961,0.66398361,,train
MOL_56967,success,-9.21243538,-8.29507157,0.9173638,,train
MOL_72759,success,-9.3394953,-8.12502757,1.21446773,,train
MOL_01674,success,-9.21792665,-8.26825461,0.94967204,,train
MOL_27928,success,-8.81651127,-8.70988861,0.10662266,,train
MOL_22145,success,-8.92660316,-8.54074387,0.38585929,,train
MOL_01709,success,-9.45161548,-8.00221553,1.44939996,,train
MOL_03273,success,-9.43904137,-8.04314566,1.39589571,,train
MOL_04574,success,-9.47117538,-7.94121002,1.52996537,,train
MOL_83067,success,-9.05469359,-8.45287716,0.60181643,,train
MOL_53777,success,-9.17573251,-8.30599865,0.86973386,,train
MOL_64699,success,-8.83831604,-8.71507018,0.12324586,,train
MOL_98170,success,-9.0749276,-8.48487647,0.59005113,,train
MOL_50869,success,-9.49193482,-7.98777545,1.50415937,,train
MOL_37285,success,-9.20599974,-8.25089577,0.95510397,,train
MOL_21682,success,-9.09474257,-8.45696682,0.63777575,,train
MOL_72343,success,-9.31848147,-8.11875188,1.19972959,,train
MOL_13029,success,-9.31642568,-8.19200985,1.12441582,,train
MOL_52264,success,-9.37136806,-8.02695,1.34441807,,train
MOL_85926,success,-9.1682264,-8.34288897,0.82533743,,train
MOL_61510,success,-8.91511079,-8.63214101,0.28296978,,train
MOL_26413,success,-9.30719182,-8.18393414,1.12325768,,train
MOL_47815,success,-9.00499335,-8.55318738,0.45180597,,train
MOL_69120,success,-8.9410976,-8.55829737,0.38280023,,train
MOL_38258,success,-9.29043832,-8.18297363,1.10746469,,train
MOL_44829,success,-9.00084051,-8.50041857,0.50042193,,train
MOL_51047,success,-9.30125947,-8.11260218,1.18865729,,train
MOL_88921,success,-9.14802451,-8.35003149,0.79799301,,train
MOL_40544,success,-9.22505358,-8.25760842,0.96744516,,train
MOL_75697,success,-8.87542965,-8.65521636,0.2202133,,train
MOL_91326,success,-9.10755233,-8.35641463,0.7511377,,train
MOL_65668,success,-9.14451905,-8.34216976,0.80234929,,train
MOL_36124,success,-9.45064518,-8.07792556,1.37271963,,train
MOL_46655,success,-9.20263365,-8.27544623,0.92718742,,train
MOL_86462,success,-8.91235066,-8.64066471,0.27168596,,train
MOL_71781,success,-8.85892808,-8.71901393,0.13991416,,train
MOL_52721,success,-9.23453332,-8.18207395,1.05245937,,train
MOL_91732,success,-8.99819124,-8.52435405,0.47383719,,train
MOL_20152,success,-9.04928894,-8.51781129,0.53147765,,train
MOL_70002,success,-9.25009243,-8.24619439,1.00389804,,train
MOL_30409,success,-9.28802633,-8.18846211,1.09956422,,train
MOL_45810,success,-9.1560728,-8.30324197,0.85283083,,train
MOL_81956,success,-8.87153258,-8.61867739,0.25285519,,train
MOL_25895,success,-9.14251842,-8.32401705,0.81850137,,train
MOL_86750,success,-9.02320683,-8.48527872,0.53792811,,train
MOL_52690,success,-8.95883917,-8.50597787,0.4528613,,train
MOL_76552,success,-9.17483605,-8.34172365,0.83311239,,train
MOL_16073,success,-9.02829426,-8.43059624,0.59769802,,train
MOL_66331,success,-9.02914526,-8.44884072,0.58030454,,train
MOL_98165,success,-9.18502619,-8.30200841,0.88301777,,train
MOL_17450,success,-9.12353326,-8.3894961,0.73403715,,train
MOL_32725,success,-9.38002613,-8.04578355,1.33424259,,train
MOL_68175,success,-9.1582694,-8.39733364,0.76093577,,train
MOL_12497,success,-9.2625276,-8.1353678,1.1271598,,train
MOL_61183,success,-9.08477683,-8.3952741,0.68950273,,train
